frameID,d0,d1,d2,d3
0,100.0,447.21,621.75,477.11
1,105.0,445.0,616.92,472.82
2,110.0,442.83,612.1,468.55
3,115.0,440.71,607.28,464.29
4,120.0,438.63,602.47,460.04
5,125.0,436.61,597.66,455.81
6,130.0,434.63,592.85,451.59
7,135.0,432.7,588.04,447.39
8,140.0,430.81,583.24,443.21
9,145.0,428.98,578.44,439.05
10,150.0,427.2,573.65,434.9
11,155.0,425.47,568.85,430.77
12,160.0,423.79,564.06,426.66
13,165.0,422.17,559.28,422.56
14,170.0,420.59,554.5,418.49
15,175.0,419.08,549.72,414.44
16,180.0,417.61,544.95,410.41
17,185.0,416.2,540.18,406.4
18,190.0,414.85,535.41,402.41
19,195.0,413.55,530.65,398.45
20,200.0,412.31,525.9,394.51
21,205.0,411.13,521.15,390.59
22,210.0,410.0,516.4,386.7
23,215.0,408.93,511.66,382.83
24,220.0,407.92,506.92,378.99
25,225.0,406.97,502.19,375.18
26,230.0,406.08,497.46,371.4
27,235.0,405.25,492.74,367.64
28,240.0,404.47,488.03,363.92
29,245.0,403.76,483.32,360.22
30,250.0,403.11,478.61,356.56
31,255.0,402.52,473.91,352.93
32,260.0,402.0,469.22,349.34
33,265.0,401.53,464.54,345.78
34,270.0,401.12,459.86,342.25
35,275.0,400.78,455.19,338.76
36,280.0,400.5,450.52,335.31
37,285.0,400.28,445.86,331.91
38,290.0,400.12,441.21,328.54
39,295.0,400.03,436.57,325.21
40,300.0,400.0,431.94,321.93
41,305.0,400.03,427.31,318.69
42,310.0,400.12,422.69,315.49
43,315.0,400.28,418.08,312.35
44,320.0,400.5,413.48,309.25
45,325.0,400.78,408.89,306.2
46,330.0,401.12,404.31,303.21
47,335.0,401.53,399.74,300.27
48,340.0,402.0,395.18,297.38
49,345.0,402.52,390.63,294.55
50,350.0,403.11,386.09,291.78
51,355.0,403.76,381.57,289.07
52,360.0,404.47,377.05,286.42
53,365.0,405.25,372.55,283.83
54,370.0,406.08,368.06,281.31
55,375.0,406.97,363.58,278.86
56,380.0,407.92,359.12,276.47
57,385.0,408.93,354.67,274.16
58,390.0,410.0,350.24,271.91
59,395.0,411.13,345.82,269.74
60,400.0,412.31,341.42,267.65
61,405.0,413.55,337.04,265.63
62,410.0,414.85,332.67,263.7
63,415.0,416.2,328.32,261.84
64,420.0,417.61,323.99,260.07
65,425.0,419.08,319.68,258.38
66,430.0,420.59,315.39,256.78
67,435.0,422.17,311.12,255.27
68,440.0,423.79,306.87,253.84
69,445.0,425.47,302.65,252.51
70,450.0,427.2,298.44,251.27
71,455.0,428.98,294.27,250.12
72,460.0,430.81,290.12,249.07
73,465.0,432.7,286.0,248.11
74,470.0,434.63,281.9,247.26
75,475.0,436.61,277.84,246.5
76,480.0,438.63,273.8,245.84
77,485.0,440.71,269.8,245.28
78,490.0,442.83,265.84,244.82
79,495.0,445.0,261.9,244.46
80,500.0,447.21,258.01,244.2
81,505.0,449.47,254.15,244.05
82,510.0,451.77,250.34,244.0
83,515.0,454.12,246.56,244.05
84,520.0,456.51,242.84,244.2
85,525.0,458.94,239.15,244.46
86,530.0,461.41,235.52,244.82
87,535.0,463.92,231.94,245.28
88,540.0,466.48,228.41,245.84
89,545.0,469.07,224.93,246.5
90,550.0,471.7,221.52,247.26
91,555.0,474.37,218.16,248.11
92,560.0,477.07,214.87,249.07
93,565.0,479.82,211.65,250.12
94,570.0,482.6,208.49,251.27
95,575.0,485.41,205.41,252.51
96,580.0,488.26,202.41,253.84
97,585.0,491.15,199.48,255.27
98,590.0,494.06,196.64,256.78
99,595.0,497.02,193.89,258.38
100,600.0,500.0,191.23,260.07
