camera,frame0,frame1,frame2,frame3,frame4,frame5,frame6,frame7,frame8,frame9,frame10,frame11,frame12,frame13,frame14,frame15,frame16,frame17,frame18,frame19,frame20,frame21,frame22,frame23,frame24,frame25,frame26,frame27,frame28,frame29,frame30,frame31,frame32,frame33,frame34,frame35,frame36,frame37,frame38,frame39,frame40,frame41,frame42,frame43,frame44,frame45,frame46,frame47,frame48,frame49,frame50,frame51,frame52,frame53,frame54,frame55,frame56,frame57,frame58,frame59,frame60,frame61,frame62,frame63,frame64,frame65,frame66,frame67,frame68,frame69,frame70,frame71,frame72,frame73,frame74,frame75
camera0,153.47,161.45,169.43,177.41,185.39,193.37,201.36,209.34,217.33,225.32,233.31,241.3,249.29,257.28,265.27,273.26,281.26,289.25,297.24,305.24,313.23,321.22,329.22,337.21,345.21,353.2,361.2,369.2,377.19,385.19,393.18,401.18,409.18,417.17,425.17,433.17,441.16,449.16,457.16,465.15,473.15,481.15,489.15,497.14,505.14,513.14,521.14,529.14,537.13,545.13,553.13,561.13,569.13,577.12,585.12,593.12,601.12,609.12,617.12,625.12,633.11,641.11,649.11,657.11,665.11,673.11,681.11,689.1,697.1,705.1,713.1,721.1,729.1,737.1,745.1,753.1
camera1,204.07,197.09,190.19,183.38,176.67,170.07,163.6,157.27,151.09,145.1,139.3,133.73,128.43,123.41,118.71,114.39,110.48,107.02,104.06,101.65,99.82,98.62,98.05,98.13,98.86,100.22,102.2,104.75,107.84,111.41,115.43,119.85,124.63,129.73,135.1,140.73,146.58,152.62,158.84,165.21,171.71,178.34,185.08,191.91,198.83,205.83,212.9,220.03,227.22,234.46,241.75,249.09,256.46,263.87,271.32,278.79,286.3,293.82,301.38,308.95,316.55,324.17,331.8,339.45,347.12,354.8,362.5,370.21,377.93,385.66,393.4,401.15,408.92,416.69,424.47,432.26
camera2,700.0,692.0,684.0,676.0,668.0,660.0,652.0,644.0,636.0,628.0,620.0,612.0,604.0,596.0,588.0,580.0,572.0,564.0,556.0,548.0,540.0,532.0,524.0,516.0,508.0,500.0,492.0,484.0,476.0,468.0,460.0,452.0,444.0,436.0,428.0,420.0,412.0,404.0,396.0,388.0,380.0,372.0,364.0,356.0,348.0,340.0,332.0,324.0,316.0,308.0,300.0,292.0,284.0,276.0,268.0,260.0,252.0,244.0,236.0,228.0,220.0,212.0,204.0,196.0,188.0,180.0,172.0,164.0,156.0,148.0,140.0,132.0,124.0,116.0,108.0,100.0
camera3,500.0,495.24,490.57,485.98,481.48,477.07,472.76,468.55,464.43,460.42,456.51,452.71,449.02,445.44,441.98,438.63,435.41,432.31,429.34,426.5,423.79,421.22,418.78,416.48,414.32,412.31,410.44,408.72,407.16,405.74,404.47,403.37,402.41,401.62,400.98,400.5,400.18,400.02,400.02,400.18,400.5,400.98,401.62,402.41,403.37,404.47,405.74,407.16,408.72,410.44,412.31,414.32,416.48,418.78,421.22,423.79,426.5,429.34,432.31,435.41,438.63,441.98,445.44,449.02,452.71,456.51,460.42,464.43,468.55,472.76,477.07,481.48,485.98,490.57,495.24,500.0
