frameID,d0,d1,d2,d3
0,153.47,204.07,700.0,500.0
1,161.45,197.09,692.0,495.24
2,169.43,190.19,684.0,490.57
3,177.41,183.38,676.0,485.98
4,185.39,176.67,668.0,481.48
5,193.37,170.07,660.0,477.07
6,201.36,163.6,652.0,472.76
7,209.34,157.27,644.0,468.55
8,217.33,151.09,636.0,464.43
9,225.32,145.1,628.0,460.42
10,233.31,139.3,620.0,456.51
11,241.3,133.73,612.0,452.71
12,249.29,128.43,604.0,449.02
13,257.28,123.41,596.0,445.44
14,265.27,118.71,588.0,441.98
15,273.26,114.39,580.0,438.63
16,281.26,110.48,572.0,435.41
17,289.25,107.02,564.0,432.31
18,297.24,104.06,556.0,429.34
19,305.24,101.65,548.0,426.5
20,313.23,99.82,540.0,423.79
21,321.22,98.62,532.0,421.22
22,329.22,98.05,524.0,418.78
23,337.21,98.13,516.0,416.48
24,345.21,98.86,508.0,414.32
25,353.2,100.22,500.0,412.31
26,361.2,102.2,492.0,410.44
27,369.2,104.75,484.0,408.72
28,377.19,107.84,476.0,407.16
29,385.19,111.41,468.0,405.74
30,393.18,115.43,460.0,404.47
31,401.18,119.85,452.0,403.37
32,409.18,124.63,444.0,402.41
33,417.17,129.73,436.0,401.62
34,425.17,135.1,428.0,400.98
35,433.17,140.73,420.0,400.5
36,441.16,146.58,412.0,400.18
37,449.16,152.62,404.0,400.02
38,457.16,158.84,396.0,400.02
39,465.15,165.21,388.0,400.18
40,473.15,171.71,380.0,400.5
41,481.15,178.34,372.0,400.98
42,489.15,185.08,364.0,401.62
43,497.14,191.91,356.0,402.41
44,505.14,198.83,348.0,403.37
45,513.14,205.83,340.0,404.47
46,521.14,212.9,332.0,405.74
47,529.14,220.03,324.0,407.16
48,537.13,227.22,316.0,408.72
49,545.13,234.46,308.0,410.44
50,553.13,241.75,300.0,412.31
51,561.13,249.09,292.0,414.32
52,569.13,256.46,284.0,416.48
53,577.12,263.87,276.0,418.78
54,585.12,271.32,268.0,421.22
55,593.12,278.79,260.0,423.79
56,601.12,286.3,252.0,426.5
57,609.12,293.82,244.0,429.34
58,617.12,301.38,236.0,432.31
59,625.12,308.95,228.0,435.41
60,633.11,316.55,220.0,438.63
61,641.11,324.17,212.0,441.98
62,649.11,331.8,204.0,445.44
63,657.11,339.45,196.0,449.02
64,665.11,347.12,188.0,452.71
65,673.11,354.8,180.0,456.51
66,681.11,362.5,172.0,460.42
67,689.1,370.21,164.0,464.43
68,697.1,377.93,156.0,468.55
69,705.1,385.66,148.0,472.76
70,713.1,393.4,140.0,477.07
71,721.1,401.15,132.0,481.48
72,729.1,408.92,124.0,485.98
73,737.1,416.69,116.0,490.57
74,745.1,424.47,108.0,495.24
75,753.1,432.26,100.0,500.0
