frameID,d0,d1,d2,d3
0,200.72,183.88,700.0,500.0
1,201.21,188.3,695.0,497.02
2,201.81,192.75,690.0,494.06
3,202.54,197.23,685.0,491.15
4,203.39,201.73,680.0,488.26
5,204.36,206.25,675.0,485.41
6,205.45,210.79,670.0,482.6
7,206.65,215.36,665.0,479.82
8,207.96,219.94,660.0,477.07
9,209.39,224.54,655.0,474.37
10,210.92,229.16,650.0,471.7
11,212.57,233.79,645.0,469.07
12,214.31,238.44,640.0,466.48
13,216.16,243.1,635.0,463.92
14,218.1,247.78,630.0,461.41
15,220.15,252.46,625.0,458.94
16,222.28,257.16,620.0,456.51
17,224.51,261.87,615.0,454.12
18,226.82,266.6,610.0,451.77
19,229.22,271.33,605.0,449.47
20,231.71,276.07,600.0,447.21
21,234.27,280.82,595.0,445.0
22,236.92,285.57,590.0,442.83
23,239.63,290.34,585.0,440.71
24,242.42,295.12,580.0,438.63
25,245.28,299.9,575.0,436.61
26,248.21,304.69,570.0,434.63
27,251.21,309.48,565.0,432.7
28,254.26,314.28,560.0,430.81
29,257.38,319.09,555.0,428.98
30,260.56,323.9,550.0,427.2
31,263.79,328.72,545.0,425.47
32,267.07,333.55,540.0,423.79
33,270.41,338.38,535.0,422.17
34,273.8,343.21,530.0,420.59
35,277.24,348.05,525.0,419.08
36,280.73,352.89,520.0,417.61
37,284.26,357.74,515.0,416.2
38,287.84,362.59,510.0,414.85
39,291.45,367.45,505.0,413.55
40,295.11,372.31,500.0,412.31
41,298.8,377.17,495.0,411.13
42,302.54,382.04,490.0,410.0
43,306.31,386.91,485.0,408.93
44,310.11,391.78,480.0,407.92
45,313.95,396.66,475.0,406.97
46,317.82,401.54,470.0,406.08
47,321.72,406.42,465.0,405.25
48,325.65,411.31,460.0,404.47
49,329.61,416.19,455.0,403.76
50,333.6,421.09,450.0,403.11
51,337.62,425.98,445.0,402.52
52,341.66,430.87,440.0,402.0
53,345.72,435.77,435.0,401.53
54,349.81,440.67,430.0,401.12
55,353.93,445.58,425.0,400.78
56,358.06,450.48,420.0,400.5
57,362.22,455.39,415.0,400.28
58,366.4,460.3,410.0,400.12
59,370.6,465.21,405.0,400.03
60,374.82,470.12,400.0,400.0
61,379.06,475.03,395.0,400.03
62,383.31,479.95,390.0,400.12
63,387.59,484.87,385.0,400.28
64,391.88,489.79,380.0,400.5
65,396.19,494.71,375.0,400.78
66,400.51,499.63,370.0,401.12
67,404.85,504.56,365.0,401.53
68,409.21,509.48,360.0,402.0
69,413.57,514.41,355.0,402.52
70,417.96,519.34,350.0,403.11
71,422.36,524.27,345.0,403.76
72,426.77,529.2,340.0,404.47
73,431.19,534.13,335.0,405.25
74,435.62,539.07,330.0,406.08
75,440.07,544.0,325.0,406.97
76,444.53,548.94,320.0,407.92
77,449.0,553.88,315.0,408.93
78,453.49,558.81,310.0,410.0
79,457.98,563.75,305.0,411.13
80,462.48,568.69,300.0,412.31
81,466.99,573.64,295.0,413.55
82,471.52,578.58,290.0,414.85
83,476.05,583.52,285.0,416.2
84,480.59,588.47,280.0,417.61
85,485.14,593.41,275.0,419.08
86,489.7,598.36,270.0,420.59
87,494.27,603.31,265.0,422.17
88,498.85,608.25,260.0,423.79
89,503.43,613.2,255.0,425.47
90,508.02,618.15,250.0,427.2
91,512.62,623.1,245.0,428.98
92,517.23,628.05,240.0,430.81
93,521.85,633.01,235.0,432.7
94,526.47,637.96,230.0,434.63
95,531.1,642.91,225.0,436.61
96,535.73,647.87,220.0,438.63
97,540.37,652.82,215.0,440.71
98,545.02,657.78,210.0,442.83
99,549.68,662.74,205.0,445.0
100,554.34,667.69,200.0,447.21
101,559.0,672.65,195.0,449.47
102,563.67,677.61,190.0,451.77
103,568.35,682.57,185.0,454.12
104,573.03,687.53,180.0,456.51
105,577.72,692.49,175.0,458.94
106,582.42,697.45,170.0,461.41
107,587.12,702.41,165.0,463.92
108,591.82,707.37,160.0,466.48
109,596.53,712.33,155.0,469.07
110,601.24,717.3,150.0,471.7
111,605.96,722.26,145.0,474.37
112,610.68,727.22,140.0,477.07
113,615.41,732.19,135.0,479.82
114,620.14,737.15,130.0,482.6
115,624.87,742.12,125.0,485.41
116,629.61,747.08,120.0,488.26
117,634.35,752.05,115.0,491.15
118,639.1,757.02,110.0,494.06
119,643.85,761.98,105.0,497.02
120,648.61,766.95,100.0,500.0
