frameID,d0,d1,d2,d3
89,508.02,343.35,433.0,401.36
90,510.78,344.82,430.0,401.12
91,513.55,346.31,427.0,400.91
92,516.31,347.82,424.0,400.72
93,519.08,349.34,421.0,400.55
94,521.85,350.89,418.0,400.4
95,524.62,352.46,415.0,400.28
96,527.39,354.04,412.0,400.18
97,530.17,355.64,409.0,400.1
98,532.95,357.26,406.0,400.05
99,535.73,358.9,403.0,400.01
100,538.52,360.56,400.0,400.0
101,541.3,362.23,397.0,400.01
102,544.09,363.92,394.0,400.05
103,546.88,365.62,391.0,400.1
104,549.68,367.35,388.0,400.18
105,552.47,369.09,385.0,400.28
106,555.27,370.84,382.0,400.4
107,558.07,372.61,379.0,400.55
108,560.87,374.4,376.0,400.72
109,563.67,376.2,373.0,400.91
110,566.48,378.02,370.0,401.12
111,569.29,379.85,367.0,401.36
112,572.1,381.7,364.0,401.62
113,574.91,383.56,361.0,401.9
114,577.72,385.44,358.0,402.2
115,580.54,387.33,355.0,402.52
116,583.36,389.24,352.0,402.87
117,586.17,391.15,349.0,403.24
118,589.0,393.09,346.0,403.63
119,591.82,395.03,343.0,404.04
120,594.64,396.99,340.0,404.47
121,597.47,398.96,337.0,404.93
122,600.3,400.94,334.0,405.41
123,603.13,402.94,331.0,405.91
124,605.96,404.95,328.0,406.43
125,608.79,406.97,325.0,406.97
126,611.62,409.0,322.0,407.53
127,614.46,411.05,319.0,408.12
128,617.3,413.11,316.0,408.72
129,620.14,415.17,313.0,409.35
130,622.98,417.25,310.0,410.0
131,625.82,419.34,307.0,410.67
132,628.66,421.45,304.0,411.36
133,631.51,423.56,301.0,412.07
134,634.35,425.68,298.0,412.8
135,637.2,427.81,295.0,413.55
136,640.05,429.96,292.0,414.32
137,642.9,432.11,289.0,415.12
138,645.75,434.28,286.0,415.93
139,648.61,436.45,283.0,416.76
140,651.46,438.63,280.0,417.61
141,654.32,440.83,277.0,418.48
142,657.17,443.03,274.0,419.38
143,660.03,445.24,271.0,420.29
144,662.89,447.46,268.0,421.22
145,665.75,449.69,265.0,422.17
146,668.61,451.93,262.0,423.14
147,671.48,454.18,259.0,424.12
148,674.34,456.44,256.0,425.13
149,677.21,458.7,253.0,426.16
150,680.07,460.98,250.0,427.2
151,682.94,463.26,247.0,428.26
152,685.81,465.55,244.0,429.34
153,688.68,467.85,241.0,430.44
154,691.55,470.15,238.0,431.56
155,694.42,472.47,235.0,432.7
156,697.3,474.79,232.0,433.85
157,700.17,477.12,229.0,435.02
158,703.05,479.45,226.0,436.21
159,705.92,481.8,223.0,437.41
160,708.8,484.15,220.0,438.63
161,711.68,486.51,217.0,439.87
162,714.56,488.87,214.0,441.13
163,717.44,491.24,211.0,442.4
164,720.32,493.62,208.0,443.69
165,723.2,496.01,205.0,445.0
166,726.09,498.4,202.0,446.32
167,728.97,500.8,199.0,447.66
168,731.86,503.21,196.0,449.02
169,734.74,505.62,193.0,450.39
170,737.63,508.04,190.0,451.77
171,740.52,510.46,187.0,453.18
172,743.41,512.89,184.0,454.59
173,746.3,515.33,181.0,456.03
174,749.19,517.77,178.0,457.48
175,752.08,520.22,175.0,458.94
176,754.97,522.67,172.0,460.42
177,757.87,525.13,169.0,461.91
178,760.76,527.59,166.0,463.42
179,763.66,530.07,163.0,464.94
180,766.55,532.54,160.0,466.48
181,769.45,535.02,157.0,468.03
182,772.34,537.51,154.0,469.59
183,775.24,540.0,151.0,471.17
184,778.14,542.5,148.0,472.76
185,781.04,545.0,145.0,474.37
186,783.94,547.51,142.0,475.99
187,786.84,550.02,139.0,477.62
188,789.74,552.54,136.0,479.27
189,792.65,555.06,133.0,480.93
190,795.55,557.58,130.0,482.6
191,798.45,560.12,127.0,484.28
192,801.36,562.65,124.0,485.98
193,804.26,565.19,121.0,487.69
194,807.17,567.74,118.0,489.41
195,810.08,570.29,115.0,491.15
196,812.98,572.84,112.0,492.89
197,815.89,575.4,109.0,494.65
198,818.8,577.96,106.0,496.42
199,821.71,580.52,103.0,498.21
200,824.62,583.1,100.0,500.0
