frameID,d0,d1,d2,d3
0,100.0,447.21,813.33,295.47
1,105.0,445.0,808.42,293.06
2,110.0,442.83,803.51,290.72
3,115.0,440.71,798.6,288.45
4,120.0,438.63,793.69,286.25
5,125.0,436.61,788.78,284.12
6,130.0,434.63,783.88,282.06
7,135.0,432.7,778.97,280.08
8,140.0,430.81,774.07,278.17
9,145.0,428.98,769.17,276.34
10,150.0,427.2,764.27,274.59
11,155.0,425.47,759.37,272.92
12,160.0,423.79,754.47,271.33
13,165.0,422.17,749.57,269.82
14,170.0,420.59,744.68,268.4
15,175.0,419.08,739.78,267.07
16,180.0,417.61,734.89,265.82
17,185.0,416.2,730.0,264.66
18,190.0,414.85,725.11,263.59
19,195.0,413.55,720.22,262.61
20,200.0,412.31,715.34,261.73
21,205.0,411.13,710.45,260.93
22,210.0,410.0,705.57,260.23
23,215.0,408.93,700.69,259.62
24,220.0,407.92,695.81,259.11
25,225.0,406.97,690.93,258.7
26,230.0,406.08,686.05,258.38
27,235.0,405.25,681.18,258.16
28,240.0,404.47,676.3,258.03
29,245.0,403.76,671.43,258.0
30,250.0,403.11,666.56,258.07
31,255.0,402.52,661.69,258.23
32,260.0,402.0,656.83,258.5
33,265.0,401.53,651.97,258.85
34,270.0,401.12,647.11,259.31
35,275.0,400.78,642.25,259.86
36,280.0,400.5,637.39,260.5
37,285.0,400.28,632.53,261.24
38,290.0,400.12,627.68,262.07
39,295.0,400.03,622.83,262.99
40,300.0,400.0,617.98,264.01
41,305.0,400.03,613.14,265.11
42,310.0,400.12,608.3,266.31
43,315.0,400.28,603.46,267.59
44,320.0,400.5,598.62,268.96
45,325.0,400.78,593.78,270.42
46,330.0,401.12,588.95,271.96
47,335.0,401.53,584.12,273.58
48,340.0,402.0,579.3,275.28
49,345.0,402.52,574.47,277.06
50,350.0,403.11,569.65,278.93
51,355.0,403.76,564.84,280.86
52,360.0,404.47,560.02,282.88
53,365.0,405.25,555.21,284.96
54,370.0,406.08,550.4,287.12
55,375.0,406.97,545.6,289.35
56,380.0,407.92,540.8,291.65
57,385.0,408.93,536.0,294.02
58,390.0,410.0,531.21,296.45
59,395.0,411.13,526.42,298.94
60,400.0,412.31,521.64,301.5
61,405.0,413.55,516.86,304.11
62,410.0,414.85,512.08,306.79
63,415.0,416.2,507.31,309.52
64,420.0,417.61,502.54,312.31
65,425.0,419.08,497.78,315.16
66,430.0,420.59,493.02,318.06
67,435.0,422.17,488.26,321.01
68,440.0,423.79,483.51,324.01
69,445.0,425.47,478.77,327.06
70,450.0,427.2,474.03,330.15
71,455.0,428.98,469.3,333.29
72,460.0,430.81,464.57,336.48
73,465.0,432.7,459.85,339.71
74,470.0,434.63,455.13,342.99
75,475.0,436.61,450.42,346.3
76,480.0,438.63,445.72,349.66
77,485.0,440.71,441.02,353.05
78,490.0,442.83,436.33,356.48
79,495.0,445.0,431.65,359.95
80,500.0,447.21,426.97,363.46
81,505.0,449.47,422.3,366.99
82,510.0,451.77,417.64,370.57
83,515.0,454.12,412.99,374.17
84,520.0,456.51,408.34,377.81
85,525.0,458.94,403.71,381.48
86,530.0,461.41,399.08,385.18
87,535.0,463.92,394.46,388.9
88,540.0,466.48,389.85,392.66
89,545.0,469.07,385.25,396.44
90,550.0,471.7,380.66,400.25
91,555.0,474.37,376.09,404.09
92,560.0,477.07,371.52,407.95
93,565.0,479.82,366.96,411.83
94,570.0,482.6,362.42,415.74
95,575.0,485.41,357.88,419.67
96,580.0,488.26,353.36,423.63
97,585.0,491.15,348.86,427.6
98,590.0,494.06,344.36,431.6
99,595.0,497.02,339.88,435.62
100,600.0,500.0,335.42,439.66
